5:30:55 AM,5:30:58 AM,السلام عليكم. 
5:30:58 AM,5:31:03 AM,اهلا وسهلا.
5:31:09 AM,5:31:25 AM, حياكم الله جميعا والرحمة هنية علينا جميعا يا رب. اللهم اجعلها خير وبركة يا رب. اليوم باذن الله راح نتعرف على موضوع الدائرة. راح نتعرف على الدائرة. 
5:31:25 AM,5:31:35 AM,موضوع مهم جدا.
5:31:44 AM,5:32:06 AM, طيب اليوم بدنا نتعرف على المستقيمات وعلى الزوايا الدائرة. وراح نتعرف على محيط ومساحة الدائرة وعلى المضلعات في الدائرة. أول موضوع بنتعرف عليه اللي هو المستقيمات في الدائرة. 
5:32:15 AM,5:32:36 AM,طيب راح نتعرف بإذن الله على المستقيمات في الدائرة. راح ناخذ عند الدائرة الحين. أي دائرة إذا كان داخلها مستقيم لها مسميات تمام لها مسميات. ممكن تكون عندي دائرة بهذا الشكل تمام 
5:32:36 AM,5:32:43 AM,ويكون فيها مستقيم بهذا الشكل. 
5:32:43 AM,5:32:55 AM,هذا نسميه مركز الدائرة صح ولا لا؟ وهذا نسميه قطر الدائرة نسميه ماذا؟ قطر الدائرة. الصوت واضح. كل شيء واضح. 
5:32:55 AM,5:33:03 AM,طيب عندي هذا مركز الدائرة. وهذا نصف القطر. ممتاز. عندي 
5:33:03 AM,5:33:26 AM,أنصاف الدائرة دائما. أنصاف القطر. قطر الدائرة متساوية. أحسنتم. أي نصف دائرة متساوية. لو جيت هنا وحطيت طول هذا مثلا قلنا نصف القطر اثنين هذا كم بيكون طوله اثنين. لو جينا هنا بيكون اثنين. أنصاف أقطار الدائرة دائما متساوية. هم. في صوت ولا لا.
5:33:28 AM,5:33:33 AM, اللي ما طلع عندها الصوت تطلع وتدخل. تمام. 
